Datetime,Close,High,Low,Open,Volume
2026-08-10 06:00:00-04:00,29912.25,29959.0,29909.25,29939.25,4019
2026-08-10 07:00:00-04:00,29871.0,29926.0,29846.0,29912.75,8432
2026-08-10 08:00:00-04:00,29777.0,29883.75,29771.75,29870.25,9178
2026-08-10 09:00:00-04:00,29806.75,29841.75,29718.75,29778.5,69337
2026-08-10 10:00:00-04:00,29779.25,29900.0,29777.75,29807.0,64899
2026-08-10 11:00:00-04:00,29844.0,29854.5,29740.75,29779.75,45598
2026-08-10 12:00:00-04:00,29780.0,29858.75,29729.5,29844.5,35998
2026-08-10 13:00:00-04:00,29759.75,29811.25,29744.25,29780.25,23606
2026-08-10 14:00:00-04:00,29782.0,29784.5,29741.5,29759.0,18618
2026-08-10 15:00:00-04:00,29744.25,29796.0,29722.5,29782.75,39228
2026-08-10 16:00:00-04:00,29764.25,29770.0,29737.0,29744.5,10561
2026-08-10 18:00:00-04:00,29732.5,29788.5,29722.25,29764.5,0
2026-08-10 19:00:00-04:00,29704.5,29735.5,29677.5,29732.5,4407
2026-08-10 20:00:00-04:00,29785.0,29793.75,29666.0,29703.75,9471
2026-08-10 21:00:00-04:00,29818.25,29842.5,29764.5,29784.75,7176
2026-08-10 22:00:00-04:00,29818.25,29844.5,29812.0,29818.0,3268
2026-08-10 23:00:00-04:00,29834.0,29847.5,29815.0,29817.75,2703
2026-08-11 00:00:00-04:00,29838.75,29861.75,29834.5,29838.25,2665
2026-08-11 01:00:00-04:00,29793.25,29854.25,29786.75,29838.75,4030
2026-08-11 02:00:00-04:00,29754.25,29827.75,29732.5,29792.5,7285
2026-08-11 03:00:00-04:00,29774.75,29780.25,29728.0,29755.75,4693
2026-08-11 04:00:00-04:00,29749.5,29804.25,29717.75,29776.0,5623
2026-08-11 05:00:00-04:00,29768.75,29784.0,29718.75,29748.0,4124
2026-08-11 06:00:00-04:00,29818.0,29832.75,29750.25,29770.25,4300
2026-08-11 07:00:00-04:00,29832.0,29886.75,29811.0,29818.75,9502
2026-08-11 08:00:00-04:00,29833.75,29871.5,29819.0,29832.75,8167
2026-08-11 09:00:00-04:00,29732.75,29851.25,29631.75,29832.5,76789
2026-08-11 10:00:00-04:00,29777.0,29804.75,29718.25,29732.5,67871
2026-08-11 11:00:00-04:00,29663.25,29792.25,29658.75,29776.5,50111
2026-08-11 12:00:00-04:00,29626.0,29681.75,29614.75,29663.75,37032
2026-08-11 13:00:00-04:00,29628.75,29640.75,29573.0,29626.75,32414
2026-08-11 14:00:00-04:00,29582.75,29635.75,29533.5,29629.25,33814
2026-08-11 15:00:00-04:00,29635.25,29660.25,29571.5,29582.25,46651
2026-08-11 16:00:00-04:00,29646.75,29676.5,29614.75,29635.75,14096
2026-08-11 18:00:00-04:00,29650.25,29666.0,29626.75,29657.75,0
2026-08-11 19:00:00-04:00,29662.25,29663.0,29634.25,29649.5,2053
2026-08-11 20:00:00-04:00,29665.75,29680.0,29624.5,29661.75,5488
2026-08-11 21:00:00-04:00,29658.25,29683.5,29639.5,29662.75,4388
2026-08-11 22:00:00-04:00,29702.5,29703.0,29650.0,29659.0,3075
2026-08-11 23:00:00-04:00,29695.0,29710.0,29684.5,29702.75,2495
2026-08-12 00:00:00-04:00,29713.0,29715.5,29683.5,29694.0,2190
2026-08-12 01:00:00-04:00,29715.5,29718.0,29668.25,29714.0,2779
2026-08-12 02:00:00-04:00,29736.75,29737.25,29698.25,29715.0,3477
2026-08-12 03:00:00-04:00,29751.5,29753.75,29727.5,29737.25,4009
2026-08-12 04:00:00-04:00,29793.75,29799.5,29748.25,29752.25,4595
2026-08-12 05:00:00-04:00,29815.25,29848.25,29793.5,29794.5,5426
2026-08-12 06:00:00-04:00,29814.5,29845.25,29785.0,29815.5,5359
2026-08-12 07:00:00-04:00,29845.5,29846.5,29805.5,29816.0,4678
2026-08-12 08:00:00-04:00,29919.25,29960.0,29750.25,29846.0,21347
2026-08-12 09:00:00-04:00,29907.5,30001.75,29853.25,29920.0,79184
2026-08-12 10:00:00-04:00,29868.0,29945.75,29828.25,29907.25,73563
2026-08-12 11:00:00-04:00,29831.75,29892.0,29818.5,29868.0,38479
2026-08-12 12:00:00-04:00,29905.5,29918.0,29829.0,29832.75,31336
2026-08-12 13:00:00-04:00,29910.25,29924.5,29889.25,29906.25,23937
2026-08-12 14:00:00-04:00,29889.75,29932.0,29885.0,29910.0,20983
2026-08-12 15:00:00-04:00,29852.75,29905.0,29825.75,29890.25,42725
2026-08-12 16:00:00-04:00,29805.75,29906.0,29804.5,29853.0,15556
2026-08-12 18:00:00-04:00,29797.75,29831.75,29780.5,29825.0,0
2026-08-12 19:00:00-04:00,29804.5,29815.0,29792.0,29797.25,3004
2026-08-12 20:00:00-04:00,29846.0,29866.75,29796.75,29805.25,7088
2026-08-12 21:00:00-04:00,29857.25,29866.0,29808.25,29845.75,5671
2026-08-12 22:00:00-04:00,29868.5,29877.75,29833.5,29858.0,4373
2026-08-12 23:00:00-04:00,29878.0,29880.0,29865.5,29868.5,1957
2026-08-13 00:00:00-04:00,29879.25,29896.0,29853.75,29886.75,3614
2026-08-13 01:00:00-04:00,29884.5,29924.0,29874.0,29878.5,4489
2026-08-13 02:00:00-04:00,29888.5,29905.5,29858.25,29884.5,4413
2026-08-13 03:00:00-04:00,29860.0,29893.25,29845.0,29888.0,4814
2026-08-13 04:00:00-04:00,29860.75,29875.75,29827.0,29859.75,5111
2026-08-13 05:00:00-04:00,29876.5,29879.25,29821.0,29861.5,3096
2026-08-13 06:00:00-04:00,29881.25,29886.5,29863.25,29876.25,2655
2026-08-13 07:00:00-04:00,29869.0,29895.0,29855.5,29881.5,4038
2026-08-13 08:00:00-04:00,29880.25,29890.5,29812.25,29869.5,12687
2026-08-13 09:00:00-04:00,30176.0,30182.25,29863.5,29880.75,79458
2026-08-13 10:00:00-04:00,30199.5,30267.5,30155.75,30175.75,77640
2026-08-13 11:00:00-04:00,30115.5,30238.75,30104.0,30199.25,62087
2026-08-13 12:00:00-04:00,30193.75,30203.25,30114.25,30117.25,32617
2026-08-13 13:00:00-04:00,30204.5,30250.0,30193.25,30193.75,29346
2026-08-13 14:00:00-04:00,30244.25,30246.0,30181.0,30205.0,29127
2026-08-13 15:00:00-04:00,30194.0,30272.75,30173.0,30244.25,52297
2026-08-13 16:00:00-04:00,30214.25,30220.0,30144.5,30194.25,16450
2026-08-13 18:00:00-04:00,30203.25,30216.75,30186.0,30210.75,0
2026-08-13 19:00:00-04:00,30203.25,30226.0,30189.5,30204.0,3232
2026-08-13 20:00:00-04:00,30170.0,30232.0,30166.25,30203.75,7161
2026-08-13 21:00:00-04:00,30151.5,30169.75,30124.25,30169.25,7288
2026-08-13 22:00:00-04:00,30154.75,30181.5,30149.75,30151.5,3571
2026-08-13 23:00:00-04:00,30153.75,30182.5,30150.0,30153.75,2827
2026-08-14 00:00:00-04:00,30147.0,30165.0,30137.5,30158.25,3573
2026-08-14 01:00:00-04:00,30174.0,30182.0,30127.75,30148.25,3323
2026-08-14 02:00:00-04:00,30172.5,30178.0,30147.5,30174.75,2672
2026-08-14 03:00:00-04:00,30194.75,30203.75,30171.5,30173.5,3499
2026-08-14 04:00:00-04:00,30220.75,30240.25,30187.75,30194.5,4704
2026-08-14 05:00:00-04:00,30235.0,30236.0,30207.0,30220.0,3108
