date,year,weekday,split,O79,C79,H79,L79,R79,n_w_bars,ATR_ref,class,prev_class,y,y_1000,y_1100,dual_same_bar,is_event,is_holiday,is_early_close,excl_reason,primary_ok,all_days_ok,range_expansion,chop
2023-08-18,2023,4,IS,17057.0,16996.25,17065.75,16978.25,87.5,120,57.0,expansion↓,expansion↑,low,low,low,False,False,False,False,,True,True,1.52,False
2023-08-21,2023,0,IS,17174.75,17166.0,17206.75,17162.0,44.75,120,62.125,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,3.212290502793296,False
2023-08-22,2023,1,IS,17418.0,17440.75,17466.5,17402.75,63.75,120,62.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.9450980392156862,False
2023-08-23,2023,2,IS,17365.5,17331.75,17370.5,17305.5,65.0,120,64.375,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,3.1923076923076925,False
2023-08-24,2023,3,IS,17723.5,17677.5,17743.5,17671.0,72.5,120,65.0,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,5.489655172413793,False
2023-08-25,2023,4,IS,17229.0,17242.75,17266.5,17204.75,61.75,120,65.125,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,4.809716599190283,False
2023-08-28,2023,0,IS,17359.5,17436.75,17437.75,17357.25,80.5,120,65.125,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.7763975155279503,False
2023-08-29,2023,1,IS,17432.25,17417.75,17443.25,17398.0,45.25,120,68.875,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,7.149171270718232,False
2023-08-30,2023,2,IS,17741.75,17777.0,17800.0,17729.5,70.5,120,65.125,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.875886524822695,False
2023-08-31,2023,3,IS,17831.25,17853.25,17892.5,17820.5,72.0,120,67.875,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,1.6527777777777777,False
2023-09-01,2023,4,IS,17910.0,17987.0,18002.0,17904.5,97.5,120,67.875,expansion↑,consolidation,low,low,low,False,True,False,False,,False,True,2.017948717948718,False
2023-09-04,2023,0,IS,17908.25,17900.75,17914.5,17894.25,20.25,120,67.875,compression,expansion↑,,,,False,False,True,False,holiday,False,False,,
2023-09-05,2023,1,IS,17824.0,17838.0,17847.5,17785.0,62.5,120,67.875,consolidation,compression,high,high,high,False,False,False,False,,True,True,2.148,False
2023-09-06,2023,2,IS,17833.75,17845.25,17858.75,17822.5,36.25,120,65.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.5793103448275865,False
2023-09-07,2023,3,IS,17641.75,17549.5,17660.75,17535.75,125.0,120,65.125,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,0.99,True
2023-09-08,2023,4,IS,17607.75,17621.0,17639.25,17571.25,68.0,120,65.125,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,1.7830882352941178,False
2023-09-11,2023,0,IS,17739.75,17770.75,17774.0,17730.5,43.5,120,65.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.5172413793103448,False
2023-09-12,2023,1,IS,17799.5,17769.5,17802.25,17764.0,38.25,120,64.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.712418300653595,False
2023-09-13,2023,2,IS,17627.0,17652.5,17676.0,17557.0,119.0,120,64.375,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,1.2563025210084033,False
2023-09-14,2023,3,IS,17767.0,17761.0,17788.75,17719.75,69.0,120,65.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.3731884057971016,False
2023-09-15,2023,4,IS,17819.5,17776.5,17823.75,17771.0,52.75,120,66.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.085308056872038,False
2023-09-18,2023,0,IS,17561.75,17512.5,17566.25,17481.5,84.75,120,64.375,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,1.2920353982300885,False
2023-09-19,2023,1,IS,17581.0,17539.25,17593.25,17533.25,60.0,120,66.5,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.0791666666666666,False
2023-09-20,2023,2,IS,17551.0,17581.25,17581.5,17543.5,38.0,120,66.5,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,2.8092105263157894,False
2023-09-21,2023,3,IS,17179.75,17110.0,17187.75,17093.25,94.5,120,65.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.0714285714285714,False
2023-09-22,2023,4,IS,17078.0,17105.25,17123.5,17063.5,60.0,120,65.25,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.325,False
2023-09-25,2023,0,IS,17009.5,16971.5,17021.75,16950.0,71.75,120,65.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.9581881533101044,False
2023-09-26,2023,1,IS,17022.0,16991.75,17044.0,16989.25,54.75,120,65.25,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.223744292237443,False
2023-09-27,2023,2,IS,16914.5,16920.0,16929.25,16884.75,44.5,120,65.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.99438202247191,False
2023-09-28,2023,3,IS,16880.25,16844.75,16928.25,16828.75,99.5,120,61.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.540201005025126,False
2023-09-29,2023,4,IS,17101.5,17154.0,17160.75,17071.25,89.5,120,61.25,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.7094972067039107,False
2023-10-02,2023,0,IS,17043.75,17010.25,17058.5,16995.75,62.75,120,61.25,expansion↓,expansion↑,high,high,high,False,False,False,False,,True,True,3.1593625498007967,False
2023-10-03,2023,1,IS,17118.75,17003.75,17120.0,16998.25,121.75,120,62.625,expansion↓,expansion↓,high,high,high,False,False,False,False,,True,True,2.1704312114989732,False
2023-10-04,2023,2,IS,16847.5,16932.0,16950.75,16844.0,106.75,120,65.375,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,1.5269320843091334,False
2023-10-05,2023,3,IS,17063.0,17039.25,17109.75,17010.0,99.75,120,68.5,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,2.107769423558897,False
2023-10-06,2023,4,IS,17057.5,16833.25,17067.0,16811.0,256.0,120,68.5,expansion↓,consolidation,high,neither,neither,False,True,False,False,,False,True,1.3525390625,False
2023-10-09,2023,0,IS,17148.5,17140.75,17170.75,17122.75,48.0,120,70.375,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.4427083333333335,False
2023-10-10,2023,1,IS,17370.75,17346.5,17373.75,17322.75,51.0,120,70.375,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.9901960784313726,False
2023-10-11,2023,2,IS,17474.75,17486.5,17496.75,17435.25,61.5,120,70.375,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.548780487804878,False
2023-10-12,2023,3,IS,17589.75,17547.5,17597.0,17512.5,84.5,120,65.875,expansion↓,consolidation,high,neither,high,False,True,False,False,,False,True,1.1952662721893492,False
2023-10-13,2023,4,IS,17404.75,17477.75,17484.0,17394.0,90.0,120,67.25,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,2.861111111111111,False
2023-10-16,2023,0,IS,17280.0,17321.0,17331.0,17262.75,68.25,120,78.125,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.3003663003663,False
2023-10-17,2023,1,IS,17402.0,17321.25,17404.5,17319.5,85.0,120,70.0,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,2.7441176470588236,False
2023-10-18,2023,2,IS,17295.25,17281.25,17325.0,17277.0,48.0,120,78.125,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,2.7239583333333335,False
2023-10-19,2023,3,IS,17211.75,17236.75,17241.0,17173.0,68.0,120,78.125,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.099264705882353,False
2023-10-20,2023,4,IS,16982.0,16978.5,17021.5,16955.5,66.0,120,70.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.4204545454545454,False
2023-10-23,2023,0,IS,16723.5,16754.5,16779.25,16715.25,64.0,120,70.0,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.953125,False
2023-10-24,2023,1,IS,16947.25,16949.25,16969.25,16932.25,37.0,120,68.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.22972972972973,False
2023-10-25,2023,2,IS,16918.5,16900.25,16941.25,16899.0,42.25,120,68.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,4.118343195266272,False
2023-10-26,2023,3,IS,16487.0,16557.0,16564.75,16453.5,111.25,120,68.125,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.0808988764044942,False
2023-10-27,2023,4,IS,16462.0,16461.0,16485.5,16421.0,64.5,120,68.125,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.0736434108527133,False
2023-10-30,2023,0,IS,16518.0,16505.75,16542.5,16496.0,46.5,120,67.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.661290322580645,False
2023-10-31,2023,1,IS,16575.75,16563.25,16605.0,16553.75,51.25,120,67.0,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.4,False
2023-11-01,2023,2,IS,16586.75,16643.5,16666.0,16561.75,104.25,120,65.25,expansion↑,consolidation,high,high,high,False,True,False,False,,False,True,1.2877697841726619,False
2023-11-02,2023,3,IS,17013.25,17100.25,17104.5,17007.25,97.25,120,65.25,expansion↑,expansion↑,high,neither,high,False,False,False,False,,True,True,1.0539845758354756,False
2023-11-03,2023,4,IS,17095.75,17193.0,17216.5,17082.5,134.0,120,65.25,expansion↑,expansion↑,high,high,high,False,True,False,False,,False,True,0.9160447761194029,True
2023-11-06,2023,0,IS,17364.5,17354.25,17368.0,17340.0,28.0,120,65.25,compression,expansion↑,high,high,high,False,False,False,False,,True,True,2.5892857142857144,False
2023-11-07,2023,1,IS,17342.0,17402.25,17404.0,17341.5,62.5,120,65.25,consolidation,compression,high,high,high,False,False,False,False,,True,True,2.86,False
2023-11-08,2023,2,IS,17520.5,17524.75,17539.75,17507.75,32.0,120,65.25,compression,consolidation,high,high,high,False,False,False,False,,True,True,2.71875,False
2023-11-09,2023,3,IS,17515.0,17552.75,17553.75,17514.0,39.75,120,65.25,consolidation,compression,high,high,high,False,False,False,False,,True,True,2.710691823899371,False
2023-11-10,2023,4,IS,17378.75,17467.5,17471.75,17372.5,99.25,120,64.25,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.4760705289672544,False
2023-11-13,2023,0,IS,17715.25,17684.0,17725.25,17678.0,47.25,120,64.25,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,2.6296296296296298,False
2023-11-14,2023,1,IS,17735.25,17966.25,17990.75,17703.0,287.75,120,63.25,expansion↑,consolidation,high,high,high,False,True,False,False,,False,True,0.39183318853171156,True
2023-11-15,2023,2,IS,18125.25,18118.5,18200.5,18088.25,112.25,120,63.25,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,0.7527839643652561,True
2023-11-16,2023,3,IS,18010.75,18032.0,18034.25,17973.0,61.25,120,64.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,1.779591836734694,False
2023-11-17,2023,4,IS,18047.5,18039.0,18070.75,18034.25,36.5,120,63.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.5273972602739727,False
2023-11-20,2023,0,IS,18074.0,18067.75,18075.25,18038.25,37.0,120,61.875,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.5337837837837838,False
2023-11-21,2023,1,IS,18212.25,18158.25,18225.75,18155.0,70.75,120,56.25,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.469964664310954,False
2023-11-22,2023,2,IS,18180.25,18217.0,18221.0,18177.0,44.0,120,61.875,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,3.8181818181818183,False
2023-11-23,2023,3,IS,18223.5,18217.25,18228.75,18208.0,20.75,120,61.875,compression,consolidation,,,,False,False,True,False,holiday,False,False,,
2023-11-24,2023,4,IS,18187.0,18202.0,18204.5,18177.25,27.25,120,56.25,compression,compression,low,low,low,False,False,False,True,,True,True,2.63302752293578,False
2023-11-27,2023,0,IS,18152.0,18148.5,18172.75,18147.5,25.25,120,49.25,consolidation,compression,low,low,low,False,False,False,False,,True,True,3.792079207920792,False
2023-11-28,2023,1,IS,18142.75,18136.0,18150.0,18096.25,53.75,120,49.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.1023255813953488,False
2023-11-29,2023,2,IS,18282.5,18293.75,18324.25,18274.25,50.0,120,50.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.535,False
2023-11-30,2023,3,IS,18203.5,18200.75,18249.5,18200.0,49.5,120,48.625,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.757575757575758,False
2023-12-01,2023,4,IS,18115.0,18082.75,18116.25,18070.25,46.0,120,48.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.342391304347826,False
2023-12-04,2023,0,IS,18097.0,18055.25,18119.0,18055.25,63.75,120,46.625,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,2.4352941176470586,False
2023-12-05,2023,1,IS,17916.5,17953.0,17968.25,17915.0,53.25,120,48.375,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,3.3896713615023475,False
2023-12-06,2023,2,IS,18097.0,18162.75,18168.25,18072.75,95.5,120,48.375,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,1.824607329842932,False
2023-12-07,2023,3,IS,18005.0,18065.5,18067.25,17989.5,77.75,120,49.75,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,1.8070739549839228,False
2023-12-08,2023,4,IS,18143.25,18120.0,18153.5,18039.25,114.25,120,51.625,consolidation,expansion↑,high,high,high,False,True,False,False,,False,True,1.4551422319474836,False
2023-12-11,2023,0,IS,18224.75,18231.0,18237.75,18210.75,27.0,120,51.625,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,4.861111111111111,False
2023-12-12,2023,1,IS,18409.75,18393.5,18489.25,18383.5,105.75,120,51.625,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,1.1394799054373523,False
2023-12-13,2023,2,IS,18551.0,18569.0,18572.75,18544.25,28.5,120,51.625,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,2.1052631578947367,False
2023-12-14,2023,3,IS,18776.75,18792.75,18796.25,18748.25,48.0,120,49.75,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.8177083333333335,False
2023-12-15,2023,4,IS,18749.5,18728.5,18754.0,18698.0,56.0,120,48.75,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.111607142857143,False
2023-12-18,2023,0,IS,18765.25,18794.25,18795.5,18759.5,36.0,120,49.75,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.2847222222222223,False
2023-12-19,2023,1,IS,18898.25,18901.25,18930.5,18890.75,39.75,120,49.75,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.7106918238993711,False
2023-12-20,2023,2,IS,18916.75,18925.0,18928.5,18908.5,20.0,120,48.75,compression,consolidation,high,high,high,False,False,False,False,,True,True,5.125,False
2023-12-21,2023,3,IS,18812.0,18883.0,18911.5,18801.5,110.0,120,48.75,expansion↑,compression,low,neither,low,False,False,False,False,,True,True,1.05,False
2023-12-22,2023,4,IS,18877.25,18938.75,18948.0,18871.75,76.25,120,49.75,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,0.9573770491803278,True
2023-12-26,2023,1,IS,18951.25,18946.0,18957.75,18926.0,31.75,120,51.625,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,1.7322834645669292,False
2023-12-27,2023,2,IS,19025.0,19043.5,19047.5,19016.0,31.5,120,51.625,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.1984126984126986,False
2023-12-28,2023,3,IS,19090.25,19088.25,19106.5,19087.75,18.75,120,49.75,compression,consolidation,low,low,low,False,False,False,False,,True,True,3.0,False
2023-12-29,2023,4,IS,19058.0,19026.5,19058.75,19007.25,51.5,120,48.75,expansion↓,compression,low,neither,low,False,False,False,False,,True,True,3.2864077669902914,False
2024-01-02,2024,1,IS,18817.75,18795.5,18819.25,18758.25,61.0,120,49.75,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,3.0901639344262297,False
2024-01-03,2024,2,IS,18590.25,18561.0,18590.75,18539.25,51.5,120,52.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.1262135922330097,False
2024-01-04,2024,3,IS,18474.25,18408.25,18477.0,18392.5,84.5,120,51.5,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.6627218934911243,False
2024-01-05,2024,4,IS,18328.25,18336.0,18368.0,18275.5,92.5,120,51.5,consolidation,expansion↓,high,high,high,False,True,False,False,,False,True,1.5108108108108107,False
2024-01-08,2024,0,IS,18399.0,18414.25,18439.0,18393.5,45.5,120,51.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.818681318681319,False
2024-01-09,2024,1,IS,18634.5,18605.5,18666.75,18599.0,67.75,120,49.75,consolidation,consolidation,high,neither,high,False,False,False,False,,True,True,2.5535055350553506,False
2024-01-10,2024,2,IS,18787.75,18759.75,18807.25,18756.0,51.25,120,49.75,expansion↓,consolidation,high,high,high,False,False,False,False,,True,True,1.8731707317073172,False
2024-01-11,2024,3,IS,18951.0,18854.75,18998.25,18833.5,164.75,120,51.375,expansion↓,expansion↓,low,neither,low,False,True,False,False,,False,True,1.763277693474962,False
2024-01-12,2024,4,IS,18830.75,18903.75,18920.5,18828.5,92.0,120,51.375,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,1.4021739130434783,False
2024-01-15,2024,0,IS,18909.75,18900.5,18922.0,18892.75,29.25,120,51.5,consolidation,expansion↑,,,,False,False,True,False,holiday,False,False,,
2024-01-16,2024,1,IS,18819.75,18833.75,18871.5,18813.5,58.0,120,51.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,3.081896551724138,False
2024-01-17,2024,2,IS,18831.0,18760.25,18849.25,18746.5,102.75,120,51.5,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.4963503649635037,False
2024-01-18,2024,3,IS,18934.0,18920.75,18986.0,18917.5,68.5,120,54.75,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,1.6934306569343065,False
2024-01-19,2024,4,IS,19187.5,19162.25,19196.5,19151.5,45.0,120,59.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.327777777777778,False
2024-01-22,2024,0,IS,19476.75,19469.5,19523.75,19458.75,65.0,120,59.5,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.25,False
2024-01-23,2024,1,IS,19416.25,19439.0,19466.75,19407.5,59.25,120,59.5,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.409282700421941,False
2024-01-24,2024,2,IS,19588.75,19608.5,19633.5,19582.5,51.0,120,58.625,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.5,False
2024-01-25,2024,3,IS,19588.0,19646.0,19656.75,19555.0,101.75,120,58.625,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.00982800982801,False
2024-01-26,2024,4,IS,19491.0,19543.0,19552.75,19479.75,73.0,120,60.125,expansion↑,expansion↑,low,low,low,False,False,False,False,,True,True,1.7191780821917808,False
2024-01-29,2024,0,IS,19510.0,19488.5,19520.0,19479.25,40.75,120,63.0,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,1.5644171779141105,False
2024-01-30,2024,1,IS,19641.25,19602.0,19644.0,19594.25,49.75,120,63.0,consolidation,consolidation,low,neither,low,False,False,False,False,,True,True,1.3718592964824121,False
2024-01-31,2024,2,IS,19334.0,19349.0,19395.5,19325.5,70.0,120,62.125,consolidation,consolidation,low,low,low,False,True,False,False,,False,True,2.0428571428571427,False
2024-02-01,2024,3,IS,19278.25,19281.0,19305.0,19243.5,61.5,120,66.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.7520325203252032,False
2024-02-02,2024,4,IS,19558.0,19430.0,19584.5,19424.5,160.0,120,63.25,expansion↓,consolidation,low,low,low,False,True,False,False,,False,True,1.5765625,False
2024-02-05,2024,0,IS,19648.75,19637.0,19680.5,19631.75,48.75,120,63.25,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,3.753846153846154,False
2024-02-06,2024,1,IS,19632.5,19680.5,19686.0,19611.75,74.25,120,63.25,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.5555555555555554,False
2024-02-07,2024,2,IS,19620.5,19679.75,19687.75,19594.0,93.75,120,63.25,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,1.672,False
2024-02-08,2024,3,IS,19753.25,19765.5,19769.75,19733.5,36.25,120,66.75,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,2.3793103448275863,False
2024-02-09,2024,4,IS,19859.75,19873.0,19913.25,19843.75,69.5,120,63.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.9064748201438848,False
2024-02-12,2024,0,IS,19987.75,19972.5,19991.75,19967.75,24.0,120,63.25,compression,consolidation,low,low,low,False,False,False,False,,True,True,4.760416666666667,False
2024-02-13,2024,1,IS,19779.75,19599.0,19811.25,19579.5,231.75,120,63.25,expansion↓,compression,low,low,low,False,True,False,False,,False,True,0.8845738942826321,True
2024-02-14,2024,2,IS,19730.5,19720.75,19753.0,19708.25,44.75,120,66.75,consolidation,expansion↓,high,high,high,False,False,False,False,,True,True,3.195530726256983,False
2024-02-15,2024,3,IS,19842.5,19836.0,19874.75,19823.5,51.25,120,63.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.395121951219512,False
2024-02-16,2024,4,IS,19955.25,19878.75,19959.25,19844.25,115.0,120,60.375,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.882608695652174,False
2024-02-19,2024,0,IS,19701.75,19716.25,19725.25,19696.25,29.0,120,63.25,compression,expansion↓,,,,False,False,True,False,holiday,False,False,,
2024-02-20,2024,1,IS,19592.25,19611.25,19640.75,19589.5,51.25,120,60.375,consolidation,compression,high,high,high,False,False,False,False,,True,True,4.721951219512195,False
2024-02-21,2024,2,IS,19468.5,19444.75,19479.75,19421.75,58.0,120,56.375,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.331896551724138,False
2024-02-22,2024,3,IS,19850.25,19841.5,19853.0,19813.75,39.25,120,59.75,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,2.9808917197452227,False
2024-02-23,2024,4,IS,19974.5,20012.75,20024.0,19962.75,61.25,120,54.625,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,3.2448979591836733,False
2024-02-26,2024,0,IS,19929.0,19958.0,19969.25,19913.0,56.25,120,54.625,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,1.6488888888888888,False
2024-02-27,2024,1,IS,19948.5,19971.25,19981.5,19928.0,53.5,120,57.125,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,1.7102803738317758,False
2024-02-28,2024,2,IS,19884.0,19880.25,19902.0,19860.0,42.0,120,57.125,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,2.357142857142857,False
2024-02-29,2024,3,IS,19829.25,19951.0,19967.75,19799.0,168.75,120,54.875,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.0325925925925925,False
2024-03-01,2024,4,IS,20032.5,20030.25,20051.75,20011.75,40.0,120,54.875,consolidation,expansion↑,high,high,high,False,False,False,False,,True,True,3.91875,False
2024-03-04,2024,0,IS,20276.25,20278.25,20294.0,20268.0,26.0,120,52.375,compression,consolidation,low,low,low,False,False,False,False,,True,True,2.0961538461538463,False
2024-03-05,2024,1,IS,20099.25,20073.75,20124.0,20073.0,51.0,120,52.375,consolidation,compression,low,low,low,False,False,False,False,,True,True,4.504901960784314,False
2024-03-06,2024,2,IS,19984.5,20035.5,20038.0,19975.5,62.5,120,51.25,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,2.676,False
2024-03-07,2024,3,IS,20050.25,20094.25,20103.0,20045.5,57.5,120,51.25,expansion↑,expansion↑,high,high,high,False,False,False,False,,True,True,3.273913043478261,False
2024-03-08,2024,4,IS,20231.0,20304.0,20312.5,20152.25,160.25,120,52.375,consolidation,expansion↑,high,high,high,False,True,False,False,,False,True,1.7925117004680187,False
2024-03-11,2024,0,IS,19981.5,19892.75,19986.25,19864.75,121.5,120,52.375,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,1.0781893004115226,False
2024-03-12,2024,1,IS,19995.25,20016.75,20074.75,19897.75,177.0,120,54.875,consolidation,expansion↓,low,low,low,False,True,False,False,,False,True,1.6016949152542372,False
2024-03-13,2024,2,IS,20169.25,20118.0,20180.25,20105.75,74.5,120,54.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,2.057046979865772,False
2024-03-14,2024,3,IS,20102.25,20063.25,20114.25,20045.0,69.25,120,56.875,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,2.812274368231047,False
2024-03-15,2024,4,IS,20005.25,19946.25,20006.0,19926.25,79.75,120,57.75,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,1.8244514106583072,False
2024-03-18,2024,0,IS,19891.25,19967.0,19983.0,19885.0,98.0,120,57.75,expansion↑,expansion↓,high,high,high,False,False,False,False,,True,True,1.1275510204081634,False
2024-03-19,2024,1,IS,19876.0,19825.0,19876.25,19771.5,104.75,120,59.625,consolidation,expansion↑,low,low,low,False,False,False,False,,True,True,1.1050119331742243,False
2024-03-20,2024,2,IS,19982.5,19989.5,20025.0,19976.25,48.75,120,61.875,consolidation,consolidation,high,high,high,False,True,False,False,,False,True,1.8205128205128205,False
2024-03-21,2024,3,IS,20299.5,20352.0,20368.5,20297.25,71.25,120,61.875,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,1.2842105263157895,False
2024-03-22,2024,4,IS,20266.75,20222.5,20277.0,20185.75,91.25,120,65.875,consolidation,expansion↑,neither,neither,neither,False,False,False,False,,True,True,0.7123287671232876,True
2024-03-25,2024,0,IS,20195.0,20169.5,20196.25,20150.25,46.0,120,70.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,3.016304347826087,False
2024-03-26,2024,1,IS,20301.75,20264.0,20312.75,20250.75,62.0,120,70.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.2016129032258065,False
2024-03-27,2024,2,IS,20231.25,20240.5,20241.75,20205.0,36.75,120,70.25,consolidation,consolidation,high,high,high,False,False,False,False,,True,True,5.258503401360544,False
2024-03-28,2024,3,IS,20186.75,20189.75,20221.5,20167.75,53.75,120,70.25,consolidation,consolidation,low,low,low,False,False,False,False,,True,True,1.5162790697674418,False
2024-04-01,2024,0,IS,20273.0,20206.0,20274.5,20187.0,87.5,120,65.875,expansion↓,consolidation,low,low,low,False,False,False,False,,True,True,2.1314285714285712,False
2024-04-02,2024,1,IS,20136.5,20029.25,20137.0,20021.5,115.5,120,70.25,expansion↓,expansion↓,low,low,low,False,False,False,False,,True,True,0.7835497835497836,True
2024-04-03,2024,2,IS,19961.0,19956.75,20014.5,19942.75,71.75,120,72.875,consolidation,expansion↓,low,low,low,False,False,False,False,,True,True,3.0209059233449476,False
2024-04-04,2024,3,IS,20155.5,20232.0,20235.5,20136.0,99.5,120,73.125,expansion↑,consolidation,high,high,high,False,False,False,False,,True,True,0.8869346733668342,True
2024-04-05,2024,4,IS,19833.25,19838.75,19884.0,19745.25,138.75,120,77.125,consolidation,expansion↑,high,high,high,False,True,False,False,,False,True,1.9045045045045046,False
2024-04-08,2024,0,IS,20003.5,20047.5,20061.25,19975.75,85.5,120,83.625,expansion↑,consolidation,low,low,low,False,False,False,False,,True,True,1.6198830409356726,False
